article_url,article_date,text_en,comment_date,comment-time,comment-author,comment_type,time_slot,site,lang,Time_period,title,title_en
https://www.lemonde.fr/election-presidentielle-2022/article/2022/03/15/election-presidentielle-2022-macron-et-l-inconfortable-menace-melenchon_6117520_6059010.html,2022-03-15,The only one to allow us a dignified second round and an interesting debate that will allow for a rethinking of leftist thought. The election is probably decided but it is time to clarify the ranks of the left and unmask its supporters: Guigou and others Rebsamen who have lost the sense of political action through compromises in the name of a social democracy that has turned into neoliberalism.,2022-03-15,11:41,user_46b408136d29,comment,tp1,Lemonde,FR,Beginning of Russian invasion,"Jean-Luc Mélenchon, l’embarrassante menace pour Emmanuel Macron, à l’approche de l’élection présidentielle 2022","Jean-Luc Mélenchon, the embarrassing threat to Emmanuel Macron, as the 2022 presidential election approaches."
https://www.lemonde.fr/international/article/2022/02/22/crise-ukrainienne-l-occident-annonce-les-premieres-sanctions-contre-moscou_6114775_3210.html,2022-02-22,"Bla bla from Europe, no European country really supports Ukraine. And unfortunately, the law of the strongest is always the best. Putin can invade Europe in 3 days. When will there be a real European defense?",2022-02-22,18:05,user_92e042e72bec,comment,tp1,Lemonde,FR,Beginning of Russian invasion,Crise ukrainienne : l’Occident annonce une série de sanctions contre la Russie,Ukrainian crisis: The West announces a series of sanctions against Russia.
https://www.lemonde.fr/pixels/article/2022/03/14/le-realisateur-des-images-virales-de-paris-sous-les-bombes-revendique-un-film-d-anticipation-pas-de-propagande_6117453_4408996.html,2022-03-14,"Hello (...!), at the risk of upsetting many, here is a manipulation (factual... to this day) of images very much in the spirit of the moment and now accessible to almost everyone computerized and connected. Is showing everything that can be shown and that could be necessary, not only necessary but also positive? Is there not, beyond the understandable disarray at the origin of the message in question, a barely veiled threat, the very seed of terrorism? Sorry to think so, despite the suffering experienced on the ground and from a distance, but the process is condemnable and should be ignored, like any attempt at blackmail. If playing on fears is in order, the only response that matters is contempt and resistance against our own demons! Isn't that precisely what drives the Ukrainian defense? Regards.",2022-03-14,13:31,user_81f950a7cadf,comment,tp1,Lemonde,FR,Beginning of Russian invasion,"Le réalisateur des images virales d’un bombardement à Paris revendique « un film d’anticipation, pas de propagande »","The director of the viral images of a bombing in Paris claims it is ""a work of science fiction, not propaganda."""
https://www.lemonde.fr/election-presidentielle-2022/article/2022/02/26/guerre-en-ukraine-a-chambery-zemmour-tente-de-defendre-sa-volte-face-sur-la-russie_6115348_6059010.html,2022-02-26,"The ""flip-flop"" is quite subtle. Zemmour continues to claim that Russia is only reacting (Ukraine ""had a skirt that was too short""), and seems himself incapable of putting himself in Putin's shoes, solely motivated by hubris and the taste for power. The masquerade has lasted long enough, the shortest jokes are the best, Zemmour must withdraw his candidacy for the presidency.",2022-02-26,13:16,user_ca07d17dad5e,comment,tp1,Lemonde,FR,Beginning of Russian invasion,"Guerre en Ukraine : à Chambéry, Eric Zemmour tente de défendre sa volte-face sur la Russie","War in Ukraine: In Chambéry, Eric Zemmour tries to defend his U-turn on Russia"
https://www.lemonde.fr/election-presidentielle-2022/article/2022/03/15/election-presidentielle-2022-macron-et-l-inconfortable-menace-melenchon_6117520_6059010.html,2022-03-15,Exactly the kind of arrogance that explains why our little-footed leader maximo will not be in the second round. Macron thanks you.,2022-03-16,08:11,user_db83f87d47ea,reply,tp1,Lemonde,FR,Beginning of Russian invasion,"Jean-Luc Mélenchon, l’embarrassante menace pour Emmanuel Macron, à l’approche de l’élection présidentielle 2022","Jean-Luc Mélenchon, the embarrassing threat to Emmanuel Macron, as the 2022 presidential election approaches."
https://www.lemonde.fr/international/article/2022/02/18/crise-ukrainienne-nouvelles-tensions-dans-l-est-du-pays-soumis-a-des-bombardements_6114259_3210.html,2022-02-18,"Weak minds are not those you designate. One can be aware of the recycled propaganda you produce with a consistency that honors you and consider that Russia can do better. Democracy scares Putin and his oligarchs, and they are right to be scared.",2022-02-18,22:03,user_ba3033214fe4,reply,tp1,Lemonde,FR,Beginning of Russian invasion,Crise en Ukraine : des bombardements dans le Donbass ravivent les tensions et les inquiétudes sur une possible action militaire russe,Crisis in Ukraine: Bombardments in the Donbass region reignite tensions and concerns about a possible Russian military action.
https://www.lemonde.fr/les-decodeurs/article/2022/03/02/guerre-en-ukraine-suivez-en-carte-l-evolution-de-l-invasion-russe-au-jour-le-jour_6115863_4355770.html,2022-03-02,"Ad vitam: let's say rather in Strasbourg, and that's already not bad.",2022-03-10,14:51,user_694613400d89,reply,tp1,Lemonde,FR,Beginning of Russian invasion,Guerre en Ukraine : suivez sur une carte l’évolution de l’invasion russe au jour le jour,War in Ukraine: Follow on a map the evolution of the Russian invasion day by day
https://www.lemonde.fr/politique/article/2022/02/23/presidentielle-2022-sur-fond-de-crise-ukrainienne-hidalgo-et-jadot-visent-le-danger-melenchon_6114993_823448.html,2022-02-23,"When Mélenchon talks about ""the American annexation of Ukraine into NATO,"" do you find that subtle and nuanced? I find it to be primary anti-Americanism, factually inaccurate, and that he is thus playing into Putin's hands.",2022-02-24,07:31,user_51a3220e5acd,reply,tp1,Lemonde,FR,Beginning of Russian invasion,"Présidentielle 2022 : sur fond de crise ukrainienne, Hidalgo et Jadot visent le « danger » Mélenchon","2022 Presidential election: against the backdrop of the Ukrainian crisis, Hidalgo and Jadot target the ""danger"" Mélenchon."
https://www.lemonde.fr/les-decodeurs/article/2022/02/28/guerre-en-ukraine-pourquoi-les-sanctions-individuelles-contre-les-elites-russes-risquent-d-etre-inefficaces_6115599_4355770.html,2022-02-28,"OK. So, you buy my house in the middle of nowhere, uninhabitable without a car, and which therefore would be worth nothing, at a price that allows me to acquire decent housing in a city, otherwise inaccessible, where you and your kind have engaged in a great fiesta of real estate profits supported by a fight against any new construction in the name of ""the environment."" Incidentally, this is not the subject of the article... unless we wonder how many Russian tanks are equivalent to the emissions of a Clio, or if Mr. Putin is going to solve your problem by inflicting a nuclear winter on us.",2022-02-28,20:54,user_76710fabce36,reply,tp1,Lemonde,FR,Beginning of Russian invasion,Guerre en Ukraine : pourquoi les sanctions individuelles contre les élites russes risquent d’être inefficaces,War in Ukraine: Why individual sanctions against Russian elites may be ineffective
https://www.lemonde.fr/international/article/2022/03/05/l-ukraine-est-la-ligne-de-front-de-nos-democraties-dans-les-rangs-de-la-legion-internationale-de-zelensky-avec-le-premier-engage-francais_6116247_3210.html,2022-03-05,"@RDU: that's a bit of the impression felt, the project of being a candidate for the legislative elections pollutes the ""pretty fable"" a bit and this expression fits perfectly. But that doesn't take away from his chivalrous commitment.",2022-03-06,15:59,user_92a27d03e841,reply,tp1,Lemonde,FR,Beginning of Russian invasion,"Guerre en Ukraine : « Nostalgique d’une époque où la gauche savait se battre », un père de famille français rejoint la légion internationale de Kiev","War in Ukraine: ""Nostalgic for a time when the left knew how to fight,"" a French father joins the international legion in Kiev."
https://www.lemonde.fr/international/article/2022/02/23/en-russie-le-soutien-sans-enthousiasme-de-la-population-a-vladimir-poutine_6114964_3210.html,2022-02-23,"They have a choice; the people always have a choice, and they are guilty of allowing such a madman to remain in power.",2022-02-23,20:36,user_5c6b730d6bdf,comment,tp1,Lemonde,FR,Beginning of Russian invasion,Crise en Ukraine : le soutien sans enthousiasme de la population de Russie à Vladimir Poutine,Crisis in Ukraine: The lukewarm support of the Russian population for Vladimir Putin
https://www.lemonde.fr/election-presidentielle-2022/article/2022/02/27/valerie-pecresse-fustige-les-candidats-qui-ont-defendu-la-russie_6115440_6059010.html,2022-02-27,Does Pecreciotti not say a word about Ciotti?,2022-02-28,07:35,user_bce8f48dd041,comment,tp1,Lemonde,FR,Beginning of Russian invasion,Valérie Pécresse fustige les « candidats qui ont défendu la Russie »,"Valérie Pécresse criticizes the ""candidates who have defended Russia."""
https://www.lemonde.fr/international/article/2022/02/27/guerre-en-ukraine-la-russie-elargit-son-offensive-les-occidentaux-repliquent-par-de-nouvelles-sanctions-et-livraisons-d-armes_6115413_3210.html,2022-02-27,"Independence is sobriety and ecological intelligence: bioclimatic construction allows us to do without heating and air conditioning; organic farming does without petrochemical poison fertilizers; we can and must live without motorized private vehicles, it just requires intelligent land planning; nuclear energy is a disaster for at least the next 200,000 years (the duration of waste nuisance); QED.",2022-02-27,13:21,user_852ededa0ff6,reply,tp1,Lemonde,FR,Beginning of Russian invasion,"Guerre en Ukraine, jour 3 : la Russie élargit son offensive, les Occidentaux répliquent par de nouvelles sanctions et des livraisons d’armes","War in Ukraine, day 3: Russia expands its offensive, Western countries respond with new sanctions and arms deliveries."
https://www.lemonde.fr/idees/article/2022/02/23/le-scenario-ukrainien-avait-ete-ecrit-en-georgie-en-2008-il-suffisait-de-vouloir-lire_6114865_3232.html,2022-02-23,"What I fear is that this word democracy becomes an empty shell, meaning that reasoning quickly returns to these two assertions: Democracy is us; they, who are not democrats, are therefore wrong by definition. We may remember that they circulated in a loop during the second war made in Iraq, and not only on the screens of American TVs. - It is of course not about giving reason to Putin, but about understanding his position. With the idea that it is only by fully understanding the enemy that it becomes possible to fight effectively against him - a necessary condition, if not sufficient. The enemy? Not of our doing, whatever Putin says, but of his. And it is already a victory, his, that we now have to think about West/East relations in terms of friends and enemies. As well as the victory of Carl Schmitt, a jurist (who became a Nazi) from whom Alexander Dugin, an influential Russian thinker, draws.",2022-02-23,15:23,user_6f35db732f60,reply,tp1,Lemonde,FR,Beginning of Russian invasion,« Le scénario ukrainien avait été écrit en Géorgie en 2008. Il suffisait de vouloir lire »,"""The Ukrainian scenario had been written in Georgia in 2008. All you had to do was want to read."""
https://www.lemonde.fr/idees/article/2022/03/10/pour-l-ue-la-priorite-absolue-est-de-garder-la-tete-froide-afin-d-eviter-une-guerre-nucleaire_6116864_3232.html,2022-03-10,"All this is very nice; staying calm to avoid nuclear war can only work if both sides keep a cool head and are normally organized, whereas it is clear that Putin dreams of a good final struggle to present himself before his Orthodox god as the one who has eternally exalted great Russia... So nuclear deterrence is ineffective against people severely affected by personality disorders; they should not have been allowed to act since we knew it and should have been interned. Well, it's doomed unless the other god who preaches love and peace gets involved.",2022-03-10,19:49,user_4be5c67942fd,comment,tp1,Lemonde,FR,Beginning of Russian invasion,"« Pour l’UE, la priorité absolue est de garder la tête froide afin d’éviter une guerre nucléaire »","""For the EU, the top priority is to keep a cool head in order to avoid a nuclear war."""
https://www.lemonde.fr/international/article/2022/02/22/crise-en-ukraine-sous-le-choc-l-europe-devrait-d-abord-se-limiter-a-de-sanctions-ciblees-contre-la-russie_6114751_3210.html,2022-02-22,"This is not hatred, it's a statement. The strongest is always right! Moreover, you can objectively appreciate the violence of the announced reactions.",2022-02-22,16:38,user_1e3d75108312,reply,tp1,Lemonde,FR,Beginning of Russian invasion,"Crise ukrainienne : sous le choc, l’Europe devrait d’abord se limiter à des sanctions « ciblées » contre la Russie","Ukrainian crisis: in shock, Europe should first limit itself to ""targeted"" sanctions against Russia."
https://www.lemonde.fr/international/article/2022/02/26/la-bataille-de-kiev-a-commence_6115351_3210.html,2022-02-26,"@contradictors: it is public knowledge, even official, that the United States is helping Zelensky and strategically supporting Zelensky in his defense. The Americans do not deny it. Denying it is stupid. No one says that there are US military fighting on the ground. Then not seeing the war that has caused 14,000 deaths and that did not stop to concentrate the attack on Russia which intends to stop this war indeed has historical overtones. Sorry.",2022-02-26,18:50,user_9b376f56d988,reply,tp1,Lemonde,FR,Beginning of Russian invasion,Guerre en Ukraine : la bataille de Kiev a commencé,War in Ukraine: the battle of Kiev has begun
https://www.lemonde.fr/election-presidentielle-2022/article/2022/03/05/election-presidentielle-2022-avec-la-guerre-en-ukraine-la-campagne-zemmour-minee-par-le-doute_6116318_6059010.html,2022-03-05,"Yes, that's true.",2022-03-06,09:13,user_103b4b6861dc,reply,tp1,Lemonde,FR,Beginning of Russian invasion,"Avec la guerre en Ukraine, la campagne d’Eric Zemmour minée par le doute","With the war in Ukraine, Eric Zemmour's campaign undermined by doubt"
https://www.lemonde.fr/idees/article/2022/03/03/jonathan-littell-tant-que-poutine-restera-au-pouvoir-personne-ne-sera-en-securite-aucun-de-nous_6115917_3232.html,2022-03-03,"If you have read and understood ""The Kindly Ones,"" everything was already in there...",2022-03-03,09:28,user_690978dcf336,reply,tp1,Lemonde,FR,Beginning of Russian invasion,"Jonathan Littell : « Tant que Poutine restera au pouvoir, personne ne sera en sécurité. Aucun de nous »","Jonathan Littell: ""As long as Putin remains in power, no one will be safe. None of us."""
https://www.lemonde.fr/politique/article/2022/02/22/presidentielle-2022-emmanuel-macron-tente-de-gerer-l-affront-diplomatique-inflige-par-vladimir-poutine_6114826_823448.html,2022-02-22,It's certain that it's a real diplomatic slap. Not 'having stood together'? Maybe because the defeat was very predictable. One should not also hope that politicians want to share the ridicule inflicted at all costs...,2022-02-22,20:30,user_2bb1b526b0ec,comment,tp1,Lemonde,FR,Beginning of Russian invasion,Crise ukrainienne : Emmanuel Macron tente de gérer l’affront diplomatique infligé par Vladimir Poutine,Ukrainian crisis: Emmanuel Macron tries to manage the diplomatic snub inflicted by Vladimir Putin.
https://www.lemonde.fr/election-presidentielle-2022/article/2022/03/10/presidentielle-2022-face-a-eric-zemmour-valerie-pecresse-joue-la-carte-de-la-pugnacite-et-de-l-agressivite_6116997_6059010.html,2022-03-10,"(...debate) NONEXISTENT in substance, totally NULL in form.",2022-03-11,02:42,user_7fda745d5b7c,reply,tp1,Lemonde,FR,Beginning of Russian invasion,"Face à Eric Zemmour, Valérie Pécresse joue la carte de la pugnacité et de l’agressivité","Faced with Eric Zemmour, Valérie Pécresse is playing the card of tenacity and aggressiveness."
https://www.lemonde.fr/idees/article/2022/03/02/thomas-gomart-la-russie-est-passee-d-une-logique-de-guerre-limitee-a-une-logique-de-guerre-totale_6115766_3232.html,2022-03-02,"The risk to Russia's security seems to me to be a fable, but I admit I am in no way an expert. However, when one has the second-largest army in the world with a huge nuclear arsenal and missiles that are impossible to stop (according to Putin), how can one fear for one's security? What idiotic coalition would have the absurd idea of attacking Russia? When we see how hard Russia has it to defeat Ukraine, which is defending its territory, I think conquering a Russia that would defend itself is simply unimaginable. In short, with my very limited knowledge, it seems to me that the word security does not have the same meaning in Western democracies and in Russia. If Russia fears for its territory, I believe it can sleep soundly; no one has an interest in attacking it.",2022-03-02,23:26,user_5f2907d2483b,reply,tp1,Lemonde,FR,Beginning of Russian invasion,Thomas Gomart : « La Russie est passée d’une logique de guerre limitée à une logique de guerre totale »,"Thomas Gomart: ""Russia has shifted from a logic of limited war to a logic of total war."""
https://www.lemonde.fr/international/article/2022/02/28/guerre-en-ukraine-l-espace-aerien-de-l-europe-se-ferme-aux-avions-russes_6115518_3210.html,2022-02-28,"Ouch, I wanted to visit the tank museum in Volgograd. Now I'm sanctioned. Well, it's true that the museum might have been empty since the Putin clique puts everything it has on the battlefield.",2022-02-28,14:35,user_a01ef89cba2f,comment,tp1,Lemonde,FR,Beginning of Russian invasion,Guerre en Ukraine : l’espace aérien de l’Europe se ferme aux avions russes,War in Ukraine: European airspace closes to Russian aircraft
https://www.lemonde.fr/election-presidentielle-2022/article/2022/02/22/crise-ukrainienne-que-proposent-les-candidats-a-la-presidentielle-pour-sortir-du-conflit_6114843_6059010.html,2022-02-22,"Hearing V. Putin vilify Lenin for having created Ukraine! Incredible? In fact, no. France and Russia share the privilege of having led two real revolutions that erased aristocracy and absolute power. And nostalgia is a common point between this Russian power and the former aristocrats surrounding some candidates from our right.",2022-02-23,00:01,user_ab5b44231d6d,comment,tp1,Lemonde,FR,Beginning of Russian invasion,Crise ukrainienne : que proposent les candidats à la présidentielle pour sortir du conflit ?,Ukrainian crisis: What do the presidential candidates propose to resolve the conflict?
https://www.lemonde.fr/international/article/2022/02/26/guerre-en-ukraine-les-europeens-etendent-leurs-sanctions-a-poutine-mais-ne-parviennent-pas-a-s-accorder-sur-le-systeme-bancaire-swift_6115315_3210.html,2022-02-26,"Rendu had tried several times to give me an identity that I do not have, I am a real Parisian... PASCAL RENDU - MOSCOW 20/09/2020 - 16H41 ""@Lux: We know well that the primary anti-Russian Poles (and not only them) have difficulty seeing the more than 2 million deaths from the wars of attack and not of defense of our Anglo-Saxon partners over the last two decades. (You call yourself a Pole living in Luxembourg). On the other hand, a big magnifying glass for 5 or 6 Russians killed without us having proof of the sponsors, but if we count them for comparison, our logical mind does not understand the conclusions of the very powerful American Soft Power."" It weighs in the debate, doesn't it? We note that during this time of war you comment from Moscow and in favor of Putin.",2022-02-26,21:33,user_726b98a2ea0c,reply,tp1,Lemonde,FR,Beginning of Russian invasion,"Guerre en Ukraine : les Européens étendent leurs sanctions à Poutine, et envisagent de plus en plus la déconnexion du système bancaire Swift","War in Ukraine: Europeans expand sanctions to Putin, and increasingly consider disconnecting from the Swift banking system."
https://www.lemonde.fr/politique/article/2022/03/07/presidentielle-2022-jean-luc-melenchon-reunit-les-foules-dans-une-mise-en-scene-pour-la-paix_6116394_823448.html,2022-03-07,It reminds one of the peace demonstrations of the French Communist Party from the great era. It is indeed surprising that Mr. Mélenchon is not part of it; perhaps the current PCF is not Stalinist enough for him.,2022-03-07,11:10,user_4a91b92a9198,comment,tp1,Lemonde,FR,Beginning of Russian invasion,Jean-Luc Mélenchon réunit les foules lors d’une mise en scène « pour la paix » à Lyon,"Jean-Luc Mélenchon gathers crowds during a ""for peace"" staging in Lyon."
https://www.lemonde.fr/election-presidentielle-2022/article/2022/03/14/anne-hidalgo-accuse-de-nouveau-jean-luc-melenchon-d-etre-complaisant-avec-les-dictateurs_6117445_6059010.html,2022-03-14,"But the voters of Mr. Mélenchon, largely heirs of the former Stalinists, have nothing against dictators. They are the disappointed of Mr. Marchais when, in 1976 according to historians, he reluctantly renounced the Dictatorship of the Proletariat. Plantu (or Reiser?) made a fabulous drawing of the prolo in tears: ""I will never be a dictator!""",2022-03-14,16:06,user_e3b4d185e59e,comment,tp1,Lemonde,FR,Beginning of Russian invasion,Anne Hidalgo accuse de nouveau Jean-Luc Mélenchon d’être « complaisant avec les dictateurs »,"Anne Hidalgo accuses Jean-Luc Mélenchon once again of being ""complacent with dictators""."
https://www.lemonde.fr/election-presidentielle-2022/article/2022/03/05/election-presidentielle-2022-avec-la-guerre-en-ukraine-la-campagne-zemmour-minee-par-le-doute_6116318_6059010.html,2022-03-05,"The intervention of ""Christianity"" in this debate deserves to be discussed, knowing that Patriarch Kirill of Moscow hates part of the Ukrainians, both those who have attached themselves to the Patriarchate of Constantinople and those who, of Orthodox rite, are part of the Catholics, and calls them ""forces of evil,"" thus supporting the ex-colonel of the KGB and justifying the invasion of Ukraine...",2022-03-06,08:58,user_d7a53e21b748,reply,tp1,Lemonde,FR,Beginning of Russian invasion,"Avec la guerre en Ukraine, la campagne d’Eric Zemmour minée par le doute","With the war in Ukraine, Eric Zemmour's campaign undermined by doubt"
https://www.lemonde.fr/culture/article/2022/03/10/l-inquietant-boycott-des-musiciens-russes_6116973_3246.html,2022-03-10,"Yes, we must boycott all institutions that have decided to boycott, deprogram, or cancel Russian artists or Russian works. The only case where it would make sense would be if the artist in question has publicly expressed support for Russia's aggression against Ukraine - and is there even one? Everything else is an aberration: do we defend democracy, here or elsewhere, by denying Russian artists the right to perform? No: we disrespect it, and we give reason to Putin. If we demand that Russian artists openly take a stand against Putin, why only them, and not all? Why only Putin, and not all dictators in the world? Are we going to require all artists to sign a declaration where they swear before God that they condemn all crimes committed by their leaders? When will there be mandatory public confession?",2022-03-13,17:06,user_a0535aca2806,comment,tp1,Lemonde,FR,Beginning of Russian invasion,L’inquiétant boycott des musiciens russes,The worrying boycott of Russian musicians
https://www.lemonde.fr/idees/article/2022/02/26/assumer-le-cout-des-sanctions-contre-la-russie_6115355_3232.html,2022-02-26,"Eastern European countries that participated in the pro-American coalition in the war against Iraq (2003): Latvia, Estonia, Ukraine, Poland, Georgia, Romania, Czech Republic, Bulgaria. If these countries participated in this crime, would it be to ""protect themselves"" from the evil Russia? It is urgent to recognize that support for American imperialism is dishonest and dangerous; this support has the consequence of degrading international relations. There is an abyss between the conformist position (American imperialism = the Good even when it comes to invading-destroying a country like Iraq, a war that plunged the Middle East into chaos) and critical thinking (reflecting on the consequences of the triumph of American imperialism). Non-alignment remains the only moral and non-dangerous position. Non-alignment is neither synonymous with disarmament nor complacency towards Russia or other countries. But conformists are anti-intellectual, thus Manichean.",2022-02-26,16:30,user_716276d5d882,reply,tp1,Lemonde,FR,Beginning of Russian invasion,Guerre en Ukraine : assumer le coût des sanctions contre la Russie,War in Ukraine: bearing the cost of sanctions against Russia
